Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Jalalabad,79,GEN,56,GEN,Hans Raj Josan,Male,11,0.22%,Candidate Count,13901424,TRUE,Upto 100,30401,20%,0,51-60,2,Lost,2,1,149395,IND,Independent,Independent,S19,Punjab,30401,30401,2012,0
Abohar,81,GEN,31,GEN,Mahavir Kumar,Male,11,0.00%,Candidate Count,13901424,TRUE,Upto 100,419,0%,0,31-35,7,Lost,7,1,114869,IND,Independent,Independent,S19,Punjab,419,419,2012,0
Lambi,83,GEN,57,GEN,Puran Singh,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,1239,1%,0,51-60,5,Lost,5,1,122064,IND,Independent,Independent,S19,Punjab,1239,1239,2012,0
Gidderbaha,84,GEN,27,GEN,Rajesh Kumar,Male,11,0.01%,Candidate Count,13901424,TRUE,Upto 100,1158,1%,0,Upto 30,5,Lost,5,1,124523,IND,Independent,Independent,S19,Punjab,1158,1158,2012,0
Faridkot,87,GEN,54,GEN,Jagdish Rai Sharma,Male,11,0.00%,Candidate Count,13901424,TRUE,Upto 100,666,1%,0,51-60,7,Lost,7,1,112163,IND,Independent,Independent,S19,Punjab,666,666,2012,0
Rampura Phul,90,GEN,40,GEN,Parveen Kumar,Male,11,0.00%,Candidate Count,13901424,TRUE,Upto 100,127,0%,0,36-40,11,Lost,11,1,126933,IND,Independent,Independent,S19,Punjab,127,127,2012,0
Amargarh,106,GEN,62,GEN,Rajnish Sharma,Male,11,0.04%,Candidate Count,13901424,TRUE,Upto 100,5992,5%,0,61-70,5,Lost,5,1,117435,IND,Independent,Independent,S19,Punjab,5992,5992,2012,0
Patiala Rural,110,GEN,31,GEN,Chander Shekhar,Male,11,0.00%,Candidate Count,13901424,TRUE,Upto 100,201,0%,0,31-35,13,Lost,13,1,127930,IND,Independent,Independent,S19,Punjab,201,201,2012,0
Rajpura,111,GEN,61,GEN,Mahinder Singh Kamboj,Male,11,0.00%,Candidate Count,13901424,TRUE,Upto 100,448,0%,0,61-70,8,Lost,8,1,111371,IND,Independent,Independent,S19,Punjab,448,448,2012,0
Fatehgarh Sahib,55,GEN,59,GEN,Prem Singh,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,524,0%,0,51-60,8,Lost,8,1,111529,IND,Independent,Independent,S19,Punjab,524,524,2012,0
Sahnewal,59,GEN,35,GEN,Krishan Kumar Sharma,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,382,0%,0,31-35,8,Lost,8,1,133944,IND,Independent,Independent,S19,Punjab,382,382,2012,0
Ludhiana East,60,GEN,29,GEN,Jagatjeet Singh,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,328,0%,0,Upto 30,9,Lost,9,1,107487,IND,Independent,Independent,S19,Punjab,328,328,2012,0
Ludhiana South,61,GEN,27,GEN,Balwinder Singh,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,355,0%,0,Upto 30,8,Lost,8,1,88816,IND,Independent,Independent,S19,Punjab,355,355,2012,0
Atam Nagar,62,GEN,39,GEN,Simarjit Singh Bains,Male,12,0.37%,Candidate Count,13901424,TRUE,>20000,51063,52%,1,36-40,1,Won,1,1,97512,IND,Independent,Independent,S19,Punjab,51063,22560,2012,"28,503"
Ludhiana North,65,GEN,33,GEN,Rakesh Garg,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,524,0%,0,31-35,6,Lost,6,1,111194,IND,Independent,Independent,S19,Punjab,524,524,2012,0
Firozpur City,76,GEN,55,GEN,Ravinder Singh Sandhu,Male,12,0.13%,Candidate Count,13901424,TRUE,Upto 100,18631,16%,0,51-60,3,Lost,3,1,114903,IND,Independent,Independent,S19,Punjab,18631,18631,2012,0
Guru har sahai,78,GEN,38,GEN,Manoj Kumar,Male,12,0.01%,Candidate Count,13901424,TRUE,Upto 100,710,1%,0,36-40,5,Lost,5,1,126812,IND,Independent,Independent,S19,Punjab,710,710,2012,0
Jalalabad,79,GEN,61,GEN,Gurbir Singh,Male,12,0.04%,Candidate Count,13901424,TRUE,Upto 100,5566,4%,0,61-70,5,Lost,5,1,149395,IND,Independent,Independent,S19,Punjab,5566,5566,2012,0
Abohar,81,GEN,50,GEN,Rajinder Kumar,Male,12,0.01%,Candidate Count,13901424,TRUE,Upto 100,1316,1%,0,46-50,4,Lost,4,1,114869,IND,Independent,Independent,S19,Punjab,1316,1316,2012,0
Faridkot,87,GEN,38,GEN,Bohar Singh,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,230,0%,0,36-40,9,Lost,9,1,112163,IND,Independent,Independent,S19,Punjab,230,230,2012,0
Rampura Phul,90,GEN,46,GEN,Manjit Singh,Male,12,0.00%,Candidate Count,13901424,TRUE,Upto 100,294,0%,0,46-50,9,Lost,9,1,126933,IND,Independent,Independent,S19,Punjab,294,294,2012,0
Rajpura,111,GEN,32,GEN,Rajinder Kumar Rana,Male,12,0.01%,Candidate Count,13901424,TRUE,Upto 100,951,1%,0,31-35,5,Lost,5,1,111371,IND,Independent,Independent,S19,Punjab,951,951,2012,0
Amritsar North,15,GEN,32,GEN,Vipan Kumar,Male,13,0.01%,Candidate Count,13901424,TRUE,Upto 100,719,1%,0,31-35,5,Lost,5,1,111603,IND,Independent,Independent,S19,Punjab,719,719,2012,0
Fatehgarh Sahib,55,GEN,29,GEN,Manish Kumar,Male,13,0.01%,Candidate Count,13901424,TRUE,Upto 100,743,1%,0,Upto 30,7,Lost,7,1,111529,IND,Independent,Independent,S19,Punjab,743,743,2012,0
Sahnewal,59,GEN,40,GEN,Gurdeep Singh Kahlon,Male,13,0.01%,Candidate Count,13901424,TRUE,Upto 100,1309,1%,0,36-40,6,Lost,6,1,133944,IND,Independent,Independent,S19,Punjab,1309,1309,2012,0
Ludhiana East,60,GEN,58,GEN,Jagmohan Sharma,Male,13,0.00%,Candidate Count,13901424,TRUE,Upto 100,159,0%,0,51-60,13,Lost,13,1,107487,IND,Independent,Independent,S19,Punjab,159,159,2012,0
Ludhiana South,61,GEN,52,GEN,Balwinder Singh Bains,Male,13,0.36%,Candidate Count,13901424,TRUE,>20000,49594,56%,1,51-60,1,Won,1,1,88816,IND,Independent,Independent,S19,Punjab,49594,17361,2012,"32,233"
Atam Nagar,62,GEN,50,GEN,Sohan Singh Goga,Male,13,0.00%,Candidate Count,13901424,TRUE,Upto 100,210,0%,0,46-50,12,Lost,12,1,97512,IND,Independent,Independent,S19,Punjab,210,210,2012,0
Faridkot,87,GEN,40,GEN,Rajinder Singh,Male,13,0.01%,Candidate Count,13901424,TRUE,Upto 100,750,1%,0,36-40,6,Lost,6,1,112163,IND,Independent,Independent,S19,Punjab,750,750,2012,0
Bathinda urban,92,GEN,43,GEN,Vijay Kumar,Male,13,0.02%,Candidate Count,13901424,TRUE,Upto 100,2731,2%,0,41-45,4,Lost,4,1,135762,IND,Independent,Independent,S19,Punjab,2731,2731,2012,0
Amargarh,106,GEN,44,GEN,Varinder Singla,Male,13,0.01%,Candidate Count,13901424,TRUE,Upto 100,718,1%,0,41-45,8,Lost,8,1,117435,IND,Independent,Independent,S19,Punjab,718,718,2012,0
Ludhiana East,60,GEN,42,GEN,Daljit Singh,Male,14,0.00%,Candidate Count,13901424,TRUE,Upto 100,389,0%,0,41-45,8,Lost,8,1,107487,IND,Independent,Independent,S19,Punjab,389,389,2012,0
Atam Nagar,62,GEN,32,GEN,Sonu Sivia,Male,14,0.00%,Candidate Count,13901424,TRUE,Upto 100,376,0%,0,31-35,8,Lost,8,1,97512,IND,Independent,Independent,S19,Punjab,376,376,2012,0
Jalalabad,79,GEN,59,GEN,Balbir Singh,Male,14,0.00%,Candidate Count,13901424,TRUE,Upto 100,240,0%,0,51-60,15,Lost,15,1,149395,IND,Independent,Independent,S19,Punjab,240,240,2012,0
Patiala Rural,110,GEN,45,GEN,Mohan Gera,Male,14,0.01%,Candidate Count,13901424,TRUE,Upto 100,924,1%,0,41-45,7,Lost,7,1,127930,IND,Independent,Independent,S19,Punjab,924,924,2012,0
Ludhiana East,60,GEN,45,GEN,Daljit Singh Grewal Bholla,Male,15,0.16%,Candidate Count,13901424,TRUE,Upto 100,22412,21%,0,41-45,3,Lost,3,1,107487,IND,Independent,Independent,S19,Punjab,22412,22412,2012,0
Atam Nagar,62,GEN,38,GEN,Harpreet Singh Bansal,Male,15,0.00%,Candidate Count,13901424,TRUE,Upto 100,593,1%,0,36-40,6,Lost,6,1,97512,IND,Independent,Independent,S19,Punjab,593,593,2012,0
Ludhiana East,60,GEN,52,GEN,Prabhu Dayal,Male,16,0.01%,Candidate Count,13901424,TRUE,Upto 100,728,1%,0,51-60,6,Lost,6,1,107487,IND,Independent,Independent,S19,Punjab,728,728,2012,0
Tarn taran,21,GEN,42,SC,Swaran Kaur,Female,1,0.01%,Candidate Count,13901424,TRUE,Upto 100,1021,1%,0,41-45,5,Lost,5,1,120146,BSP,National,Bahujan Samaj Party,S19,Punjab,1021,1021,2012,0
Jalandhar Cantt.,37,GEN,63,SC,Hardev Kaur Shant,Female,1,0.10%,Candidate Count,13901424,TRUE,Upto 100,14278,12%,0,61-70,3,Lost,3,1,114762,BSP,National,Bahujan Samaj Party,S19,Punjab,14278,14278,2012,0
Lambi,83,GEN,46,SC,Parveen Kumari,Female,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1773,1%,0,46-50,4,Lost,4,1,122064,BSP,National,Bahujan Samaj Party,S19,Punjab,1773,1773,2012,0
Barnala,103,GEN,39,SC,Paramjit Kaur,Female,2,0.04%,Candidate Count,13901424,TRUE,Upto 100,4874,4%,0,36-40,4,Lost,4,1,117630,BSP,National,Bahujan Samaj Party,S19,Punjab,4874,4874,2012,0
Gidderbaha,84,GEN,47,SC,Sheela Rani,Female,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,1994,2%,0,46-50,4,Lost,4,1,124523,BSP,National,Bahujan Samaj Party,S19,Punjab,1994,1994,2012,0
Barnala,103,GEN,43,SC,Sukhi Kaur,Female,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,492,0%,0,41-45,8,Lost,8,1,117630,LJP,State,Lok Jan Shakti Party,S19,Punjab,492,492,2012,0
Muktsar,86,GEN,41,SC,Jaswinder Kaur,Female,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,436,0%,0,41-45,8,Lost,8,1,127363,LJP,State,Lok Jan Shakti Party,S19,Punjab,436,436,2012,0
Nakodar,31,GEN,40,SC,Suman,Female,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,248,0%,0,36-40,8,Lost,8,1,138252,DBSP,Unrecognised,Democratic Bharatiya Samaj Party,S19,Punjab,248,248,2012,0
Jalalabad,79,GEN,46,SC,Amarjeet Kaur,Female,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1558,1%,0,46-50,7,Lost,7,1,149395,IND,Independent,Independent,S19,Punjab,1558,1558,2012,0
Patti,23,GEN,48,SC,Manjit Kaur,Female,7,0.01%,Candidate Count,13901424,TRUE,Upto 100,1278,1%,0,46-50,4,Lost,4,1,134784,IND,Independent,Independent,S19,Punjab,1278,1278,2012,0
Samana,116,GEN,36,SC,Binder Kaur,Female,8,0.01%,Candidate Count,13901424,TRUE,Upto 100,867,1%,0,36-40,5,Lost,5,1,129446,IND,Independent,Independent,S19,Punjab,867,867,2012,0
Jalandhar central,35,GEN,52,SC,Surjit Kaur,Female,9,0.00%,Candidate Count,13901424,TRUE,Upto 100,204,0%,0,51-60,9,Lost,9,1,97457,IND,Independent,Independent,S19,Punjab,204,204,2012,0
Sujanpur,1,GEN,53,SC,Karnail Chand,Male,1,0.03%,Candidate Count,13901424,TRUE,Upto 100,4287,4%,0,51-60,4,Lost,4,1,110978,BSP,National,Bahujan Samaj Party,S19,Punjab,4287,4287,2012,0
Raja sansi,12,GEN,51,SC,Sukhdev Kumar,Male,1,0.01%,Candidate Count,13901424,TRUE,Upto 100,1123,1%,0,51-60,4,Lost,4,1,127671,BSP,National,Bahujan Samaj Party,S19,Punjab,1123,1123,2012,0
Majitha,13,GEN,35,SC,Sital Singh,Male,1,0.01%,Candidate Count,13901424,TRUE,Upto 100,1116,1%,0,31-35,6,Lost,6,1,115266,BSP,National,Bahujan Samaj Party,S19,Punjab,1116,1116,2012,0
Khadoor Sahib,24,GEN,38,SC,Jagtar Singh,Male,1,0.01%,Candidate Count,13901424,TRUE,Upto 100,1037,1%,0,36-40,6,Lost,6,1,137047,BSP,National,Bahujan Samaj Party,S19,Punjab,1037,1037,2012,0
Hoshiarpur,43,GEN,51,SC,Onkar Singh Jhamat,Male,1,0.04%,Candidate Count,13901424,TRUE,Upto 100,5714,5%,0,51-60,3,Lost,3,1,108656,BSP,National,Bahujan Samaj Party,S19,Punjab,5714,5714,2012,0
Ludhiana North,65,GEN,53,SC,Hansraj,Male,1,0.07%,Candidate Count,13901424,TRUE,Upto 100,10280,9%,0,51-60,3,Lost,3,1,111194,BSP,National,Bahujan Samaj Party,S19,Punjab,10280,10280,2012,0
Bhagha Purana,72,GEN,47,SC,Sukhdev Singh Khalsa,Male,1,0.02%,Candidate Count,13901424,TRUE,Upto 100,2955,2%,0,46-50,5,Lost,5,1,128829,BSP,National,Bahujan Samaj Party,S19,Punjab,2955,2955,2012,0
Zira,75,GEN,41,SC,Sukhdev Singh,Male,1,0.01%,Candidate Count,13901424,TRUE,Upto 100,1802,1%,0,41-45,4,Lost,4,1,136572,BSP,National,Bahujan Samaj Party,S19,Punjab,1802,1802,2012,0
Kotkapura,88,GEN,44,SC,Narinder Kumar,Male,1,0.02%,Candidate Count,13901424,TRUE,Upto 100,2412,2%,0,41-45,6,Lost,6,1,111499,BSP,National,Bahujan Samaj Party,S19,Punjab,2412,2412,2012,0
Gurdaspur,4,GEN,33,SC,Dr.Parveen Kumar Janjua,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,851,1%,0,31-35,6,Lost,6,1,104629,BSP,National,Bahujan Samaj Party,S19,Punjab,851,851,2012,0
Batala,7,GEN,39,SC,Palwinder Singh,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1216,1%,0,36-40,4,Lost,4,1,119965,BSP,National,Bahujan Samaj Party,S19,Punjab,1216,1216,2012,0
Amritsar East,18,GEN,29,SC,Harish Kumar,Male,2,0.00%,Candidate Count,13901424,TRUE,Upto 100,200,0%,0,Upto 30,8,Lost,8,1,92024,NCP,National,Nationalist Congress Party,S19,Punjab,200,200,2012,0
Khem karan,22,GEN,64,SC,Gurmukh Singh,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1293,1%,0,61-70,6,Lost,6,1,148000,BSP,National,Bahujan Samaj Party,S19,Punjab,1293,1293,2012,0
Kapurthala,27,GEN,33,SC,Charanjit,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1421,1%,0,31-35,3,Lost,3,1,98006,BSP,National,Bahujan Samaj Party,S19,Punjab,1421,1421,2012,0
Sultanpur lodhi,28,GEN,47,SC,Tarsem Singh Daula,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1525,2%,0,46-50,5,Lost,5,1,99171,BSP,National,Bahujan Samaj Party,S19,Punjab,1525,1525,2012,0
Jalandhar North,36,GEN,45,SC,Hans Raj Rana,Male,2,0.06%,Candidate Count,13901424,TRUE,Upto 100,7656,7%,0,41-45,3,Lost,3,1,116262,BSP,National,Bahujan Samaj Party,S19,Punjab,7656,7656,2012,0
Dasuya,40,GEN,54,SC,Piara Lal,Male,2,0.03%,Candidate Count,13901424,TRUE,Upto 100,4055,3%,0,51-60,4,Lost,4,1,121977,BSP,National,Bahujan Samaj Party,S19,Punjab,4055,4055,2012,0
Urmar,41,GEN,51,SC,Surjit Lal Paul,Male,2,0.05%,Candidate Count,13901424,TRUE,Upto 100,6594,6%,0,51-60,4,Lost,4,1,115990,BSP,National,Bahujan Samaj Party,S19,Punjab,6594,6594,2012,0
Garhshankar,45,GEN,42,SC,Gurlal Saila,Male,2,0.13%,Candidate Count,13901424,TRUE,Upto 100,18358,16%,0,41-45,3,Lost,3,1,113734,BSP,National,Bahujan Samaj Party,S19,Punjab,18358,18358,2012,0
Ludhiana North,65,GEN,52,SC,Dharam Paul Mehmi,Male,2,0.00%,Candidate Count,13901424,TRUE,Upto 100,276,0%,0,51-60,9,Lost,9,1,111194,NCP,National,Nationalist Congress Party,S19,Punjab,276,276,2012,0
Guru har sahai,78,GEN,26,SC,Charanjit Singh,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,2846,2%,0,Upto 30,3,Lost,3,1,126812,CPI,National,Communist Party of India,S19,Punjab,2846,2846,2012,0
Jalalabad,79,GEN,57,SC,Jagtar Singh,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,2323,2%,0,51-60,6,Lost,6,1,149395,BSP,National,Bahujan Samaj Party,S19,Punjab,2323,2323,2012,0
Abohar,81,GEN,52,SC,Kuldeep Singh,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,842,1%,0,51-60,5,Lost,5,1,114869,BSP,National,Bahujan Samaj Party,S19,Punjab,842,842,2012,0
Faridkot,87,GEN,49,SC,Kikar Singh,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,2575,2%,0,46-50,4,Lost,4,1,112163,BSP,National,Bahujan Samaj Party,S19,Punjab,2575,2575,2012,0
Maur,95,GEN,40,SC,Dusahra Singh,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1788,1%,0,36-40,4,Lost,4,1,122163,BSP,National,Bahujan Samaj Party,S19,Punjab,1788,1788,2012,0
Sardulgarh,97,GEN,36,SC,Kuldeep Singh,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,3074,2%,0,36-40,4,Lost,4,1,137594,BSP,National,Bahujan Samaj Party,S19,Punjab,3074,3074,2012,0
Sunam,101,GEN,29,SC,Dhanna Singh,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,2141,2%,0,Upto 30,4,Lost,4,1,140371,BSP,National,Bahujan Samaj Party,S19,Punjab,2141,2141,2012,0
Rajpura,111,GEN,32,SC,Jagjeet Singh Charbar,Male,2,0.04%,Candidate Count,13901424,TRUE,Upto 100,4934,4%,0,31-35,4,Lost,4,1,111371,BSP,National,Bahujan Samaj Party,S19,Punjab,4934,4934,2012,0
Sanour,114,GEN,65,SC,Ram Sarup,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,3025,2%,0,61-70,3,Lost,3,1,145111,BSP,National,Bahujan Samaj Party,S19,Punjab,3025,3025,2012,0
Patiala,115,GEN,42,SC,Shankar Lal,Male,2,0.01%,Candidate Count,13901424,TRUE,Upto 100,1288,1%,0,41-45,4,Lost,4,1,95537,BSP,National,Bahujan Samaj Party,S19,Punjab,1288,1288,2012,0
Samana,116,GEN,64,SC,Maghar Singh,Male,2,0.02%,Candidate Count,13901424,TRUE,Upto 100,3104,2%,0,61-70,3,Lost,3,1,129446,BSP,National,Bahujan Samaj Party,S19,Punjab,3104,3104,2012,0
Fatehgarh Churian,9,GEN,65,SC,Banwari Lal,Male,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,818,1%,0,61-70,5,Lost,5,1,115031,BSP,National,Bahujan Samaj Party,S19,Punjab,818,818,2012,0
Amritsar North,15,GEN,39,SC,Manjit Singh,Male,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,728,1%,0,36-40,4,Lost,4,1,111603,BSP,National,Bahujan Samaj Party,S19,Punjab,728,728,2012,0
Amritsar East,18,GEN,45,SC,Tarsem Singh,Male,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,1667,2%,0,41-45,5,Lost,5,1,92024,BSP,National,Bahujan Samaj Party,S19,Punjab,1667,1667,2012,0
Shahkot,32,GEN,59,SC,Sukhram Chauhan,Male,3,0.02%,Candidate Count,13901424,TRUE,Upto 100,2949,2%,0,51-60,4,Lost,4,1,123697,BSP,National,Bahujan Samaj Party,S19,Punjab,2949,2949,2012,0
Samrala,58,GEN,69,SC,Baldev Singh,Male,3,0.02%,Candidate Count,13901424,TRUE,Upto 100,2538,2%,0,61-70,5,Lost,5,1,122589,BSP,National,Bahujan Samaj Party,S19,Punjab,2538,2538,2012,0
Ludhiana East,60,GEN,42,SC,Ramanjit Lalli,Male,3,0.07%,Candidate Count,13901424,TRUE,Upto 100,9124,8%,0,41-45,4,Lost,4,1,107487,BSP,National,Bahujan Samaj Party,S19,Punjab,9124,9124,2012,0
Atam Nagar,62,GEN,57,SC,Baldev Singh Deebu,Male,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,942,1%,0,51-60,5,Lost,5,1,97512,BSP,National,Bahujan Samaj Party,S19,Punjab,942,942,2012,0
Jalalabad,79,GEN,37,SC,Malkit Singh,Male,3,0.13%,Candidate Count,13901424,TRUE,Upto 100,17970,12%,0,36-40,3,Lost,3,1,149395,INC,National,Indian National Congress,S19,Punjab,17970,17970,2012,0
Rampura Phul,90,GEN,43,SC,Randhir Singh,Male,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,1454,1%,0,41-45,4,Lost,4,1,126933,BSP,National,Bahujan Samaj Party,S19,Punjab,1454,1454,2012,0
Bathinda urban,92,GEN,54,SC,Ranjit Ram,Male,3,0.01%,Candidate Count,13901424,TRUE,Upto 100,1542,1%,0,51-60,5,Lost,5,1,135762,BSP,National,Bahujan Samaj Party,S19,Punjab,1542,1542,2012,0
Talwandi Sabo,94,GEN,34,SC,Nikka Singh,Male,3,0.03%,Candidate Count,13901424,TRUE,Upto 100,4090,4%,0,31-35,4,Lost,4,1,114559,BSP,National,Bahujan Samaj Party,S19,Punjab,4090,4090,2012,0
Anandpur Sahib,49,GEN,50,SC,Rashpal Singh Raju,Male,4,0.03%,Candidate Count,13901424,TRUE,Upto 100,3986,3%,0,46-50,3,Lost,3,1,127368,BSP,National,Bahujan Samaj Party,S19,Punjab,3986,3986,2012,0
Sahnewal,59,GEN,61,SC,Labh Singh,Male,4,0.03%,Candidate Count,13901424,TRUE,Upto 100,4852,4%,0,61-70,3,Lost,3,1,133944,BSP,National,Bahujan Samaj Party,S19,Punjab,4852,4852,2012,0
Mansa,96,GEN,64,SC,Bhagwan Singh,Male,4,0.02%,Candidate Count,13901424,TRUE,Upto 100,2882,2%,0,61-70,5,Lost,5,1,148464,BSP,National,Bahujan Samaj Party,S19,Punjab,2882,2882,2012,0
Dhuri,107,GEN,65,SC,Amar Singh,Male,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,383,0%,0,61-70,8,Lost,8,1,112902,LJP,State,Lok Jan Shakti Party,S19,Punjab,383,383,2012,0
Khem karan,22,GEN,43,SC,Shinder Singh,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,262,0%,0,41-45,10,Lost,10,1,148000,LJP,State,Lok Jan Shakti Party,S19,Punjab,262,262,2012,0
Firozpur City,76,GEN,40,SC,Mohinder Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,205,0%,0,36-40,11,Lost,11,1,114903,LJP,State,Lok Jan Shakti Party,S19,Punjab,205,205,2012,0
Bathinda urban,92,GEN,38,SC,Jasvir Singh,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,239,0%,0,36-40,9,Lost,9,1,135762,LJP,State,Lok Jan Shakti Party,S19,Punjab,239,239,2012,0
Maur,95,GEN,52,SC,Mithu Singh,Male,6,0.01%,Candidate Count,13901424,TRUE,Upto 100,868,1%,0,51-60,7,Lost,7,1,122163,LJP,State,Lok Jan Shakti Party,S19,Punjab,868,868,2012,0
Kotkapura,88,GEN,55,SC,Bohar Singh,Male,7,0.00%,Candidate Count,13901424,TRUE,Upto 100,603,1%,0,51-60,9,Lost,9,1,111499,LJP,State,Lok Jan Shakti Party,S19,Punjab,603,603,2012,0
Bholath,26,GEN,41,SC,Harjinder Singh,Male,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,459,0%,0,41-45,6,Lost,6,1,96178,DBSP,Unrecognised,Democratic Bharatiya Samaj Party,S19,Punjab,459,459,2012,0
Sultanpur lodhi,28,GEN,65,SC,Ajit Singh,Male,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,363,0%,0,61-70,9,Lost,9,1,99171,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,363,363,2012,0
Shahkot,32,GEN,35,SC,Harbinder Ram,Male,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,284,0%,0,31-35,8,Lost,8,1,123697,RVLP,Unrecognised,RASHTRIYA VIKLANG PARTY,S19,Punjab,284,284,2012,0
Jalandhar Cantt.,37,GEN,42,SC,Dharam Pal Bambiawal,Male,4,0.01%,Candidate Count,13901424,TRUE,Upto 100,1420,1%,0,41-45,5,Lost,5,1,114762,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,1420,1420,2012,0
Jalalabad,79,GEN,48,SC,Dr. Raj Singh,Male,4,0.05%,Candidate Count,13901424,TRUE,Upto 100,6735,5%,0,46-50,4,Lost,4,1,149395,PPOP,Unrecognised,People's Party Of Punjab,S19,Punjab,6735,6735,2012,0
Rampura Phul,90,GEN,43,SC,Sukhmander Singh,Male,4,0.00%,Candidate Count,13901424,TRUE,Upto 100,226,0%,0,41-45,10,Lost,10,1,126933,SAD(M),Unrecognised,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),S19,Punjab,226,226,2012,0
Maur,95,GEN,35,SC,Harvinder Singh,Male,4,0.01%,Candidate Count,13901424,TRUE,Upto 100,1776,1%,0,31-35,5,Lost,5,1,122163,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S19,Punjab,1776,1776,2012,0
Sardulgarh,97,GEN,37,SC,Gurmeet Singh,Male,4,0.01%,Candidate Count,13901424,TRUE,Upto 100,1310,1%,0,36-40,5,Lost,5,1,137594,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S19,Punjab,1310,1310,2012,0
Tarn taran,21,GEN,42,SC,Balbir Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,806,1%,0,41-45,6,Lost,6,1,120146,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,806,806,2012,0
Patti,23,GEN,63,SC,Sukhchain Singh Nandpur,Male,5,0.00%,Candidate Count,13901424,TRUE,Upto 100,556,0%,0,61-70,7,Lost,7,1,134784,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,556,556,2012,0
Khadoor Sahib,24,GEN,58,SC,Puran Singh Sheikh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1027,1%,0,51-60,7,Lost,7,1,137047,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,1027,1027,2012,0
Shahkot,32,GEN,46,SC,Tara Singh,Male,5,0.01%,Candidate Count,13901424,TRUE,Upto 100,1319,1%,0,46-50,6,Lost,6,1,123697,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,1319,1319,2012,0
Nakodar,31,GEN,49,SC,Bhajan Chand Sabharwal,Male,6,0.00%,Candidate Count,13901424,TRUE,Upto 100,666,0%,0,46-50,7,Lost,7,1,138252,BSP(A),Unrecognised,Bahujan Samaj Party  (Ambedkar),S19,Punjab,666,666,2012,0
